Time,Speed,Throttle,Brake,Next_Speed,Delta_Speed
0.0,253.30714697142858,100.0,0.0,255.4500039804878,2.142857009059213
0.1,255.4500039804878,100.0,0.0,257.5928577783972,2.1428537979094244
0.2,257.5928577783972,100.0,0.0,259.10454807272725,1.5116902943300374
0.30000000000000004,259.10454807272725,100.0,0.0,260.46818443636363,1.363636363636374
0.4,260.46818443636363,100.0,0.0,261.8318208,1.363636363636374
0.5,261.8318208,100.0,0.0,263.1954571636364,1.363636363636374
0.6000000000000001,263.1954571636364,100.0,0.0,264.5857142857143,1.3902571220779123
0.7000000000000001,264.5857142857143,100.0,0.0,266.01428571428573,1.4285714285714448
0.8,266.01428571428573,100.0,0.0,267.4428571428571,1.428571428571388
0.9,267.4428571428571,100.0,0.0,268.7656923906775,1.3228352478203647
1.0,268.7656923906775,100.0,0.0,270.0209213846789,1.2552289940014134
1.1,270.0209213846789,100.0,0.0,271.22000125186815,1.1990798671892549
1.2000000000000002,271.22000125186815,100.0,0.0,272.2200005485714,0.9999992967032654
1.3,272.2200005485714,100.0,0.0,273.3666674758621,1.146666927290653
1.4000000000000001,273.3666674758621,100.0,0.0,275.0333347164835,1.6666672406214502
1.5,275.0333347164835,100.0,0.0,276.700000210989,1.6666654945054802
1.6,276.700000210989,100.0,0.0,277.41000046617285,0.7100002551838429
1.7000000000000002,277.41000046617285,100.0,0.0,277.9100000711111,0.4999996049382389
1.8,277.9100000711111,100.0,0.0,278.87857310476187,0.9685730336507845
1.9000000000000001,278.87857310476187,100.0,0.0,279.95000082962963,1.0714277248677604
2.0,279.95000082962963,100.0,0.0,281.02499997192984,1.0749991423002143
2.1,281.02499997192984,100.0,0.0,282.27499933688216,1.2499993649523162
2.2,282.27499933688216,100.0,0.0,283.52499964106465,1.2500003041824925
2.3000000000000003,283.52499964106465,100.0,0.0,284.77499994524715,1.2500003041824925
2.4000000000000004,284.77499994524715,100.0,0.0,285.63076923076926,0.8557692855221148
2.5,285.63076923076926,100.0,0.0,286.4000014769231,0.7692322461538197
2.6,286.4000014769231,100.0,0.0,287.16923224615385,0.7692307692307736
2.7,287.16923224615385,100.0,0.0,287.9384630153846,0.7692307692307736
2.8000000000000003,287.9384630153846,100.0,0.0,288.7076937846154,0.7692307692307736
2.9000000000000004,288.7076937846154,100.0,0.0,289.387499903502,0.6798061188865745
3.0,289.387499903502,100.0,0.0,290.0124997478599,0.6249998443579443
3.1,290.0124997478599,100.0,0.0,290.63749963174604,0.6249998838861188
3.2,290.63749963174604,100.0,0.0,291.1500001834395,0.5125005516934493
3.3000000000000003,291.1500001834395,100.0,0.0,291.50714347734305,0.3571432939035617
3.4000000000000004,291.50714347734305,100.0,0.0,291.8642859261324,0.35714244878937507
3.5,291.8642859261324,100.0,0.0,292.38750096623374,0.52321504010132
3.6,292.38750096623374,100.0,0.0,293.01666668291034,0.6291657166765958
