x_m,y_m,w_tr_right_m,w_tr_left_m,ideal_speed,ideal_x,ideal_y
314.270446,1500.188148,3.764,4.793,312.2243052869671,313.22420536673167,1502.0463725015752
318.972749,1501.852793,3.874,4.701,313.09322498839765,318.58700627744776,1504.2847715982546
323.700046,1503.450175,3.984,4.61,313.52312672823336,323.2372212664768,1505.794524432265
328.449985,1504.985929,4.095,4.519,313.80976379253235,328.3200415246055,1507.5040699618405
333.220211,1506.465688,4.205,4.427,313.9530978961078,331.72132119009444,1508.6637465660917
338.008373,1507.895088,4.308,4.341,314.0,337.710980282038,1510.6291929419447
342.812116,1509.279762,4.313,4.326,314.0,341.86921459872474,1511.9815159910356
347.629088,1510.625345,4.318,4.312,314.0,345.9839908198378,1513.2590468749345
352.456935,1511.937472,4.322,4.297,314.0,352.0311127436098,1514.9601429646912
357.293475,1513.221152,4.327,4.283,314.24930457660844,355.9694594964734,1516.008383974321
362.138,1514.475984,4.322,4.283,315.1002810075097,361.6989035061391,1517.4165315993978
366.990565,1515.698777,4.286,4.324,315.6675986281106,365.5185328459163,1518.3552966827822
371.851228,1516.886321,4.251,4.366,316.51574903686253,371.34391397294996,1519.6589281749266
376.72005,1518.035404,4.216,4.407,317.08062295809617,375.2465014286292,1520.5073167522478
381.597091,1519.142813,4.18,4.449,317.92802994058485,381.23058651699796,1521.7952002117433
386.482409,1520.205337,4.29,4.537,318.0,387.2588793468588,1522.8834397552819
391.376066,1521.219765,4.403,4.626,318.0,390.3460332851173,1523.435413920693
396.27812,1522.182885,4.516,4.715,318.0,396.52034116163435,1524.539362251515
401.188557,1523.092332,4.63,4.804,318.0,399.6074950998929,1525.0913364169267
406.10702,1523.949704,4.743,4.893,318.0,405.78180297640984,1526.1952847477485
411.033051,1524.757758,4.681,4.881,318.12850264932024,411.38256507206756,1527.1483464308292
415.966193,1525.519248,4.584,4.85,318.409719381203,415.6507752194102,1527.771029667343
420.905985,1526.23693,4.488,4.818,318.69093611308574,419.9189853667529,1528.3937129038575
425.851972,1526.913559,4.392,4.787,319.11276121090987,426.32130058776687,1529.3277377586282
430.803694,1527.551889,4.295,4.756,319.3939779427926,430.58951073510957,1529.9504209951424
435.760694,1528.154677,4.199,4.724,319.67519467467537,434.8577208824522,1530.5731042316568
440.722514,1528.724678,4.103,4.693,320.0778069315021,441.1153714271397,1531.4489758556517
445.688695,1529.264647,4.03,4.666,320.3033342691894,444.96426367208653,1531.9030990029598
450.65878,1529.777339,4.045,4.656,320.6415322272207,450.83428732040824,1532.5843150036487
455.63231,1530.265509,4.059,4.647,320.8668360519347,454.9154284966355,1533.0385132883828
460.608828,1530.731914,4.074,4.637,321.1266610134546,460.9238014633258,1533.670464225251
465.587875,1531.179307,4.088,4.628,321.266008449756,464.8802517780534,1534.070373453574
470.568993,1531.610445,4.103,4.618,321.4750296042078,470.8149272501448,1534.6702372960588
475.551725,1532.028083,4.117,4.609,321.61437704050905,474.7713775648724,1535.070146524382
480.535612,1532.434975,4.132,4.599,321.82339819496093,480.70605303696385,1535.670010366867
485.520196,1532.833878,4.146,4.59,322.06437693498447,485.63417089688363,1536.1354230213105
490.505076,1533.227252,4.161,4.58,322.6216524767801,490.40954428126014,1536.5206394937418
495.490112,1533.616167,4.175,4.57,323.0,495.2969145694947,1536.90641894799
500.475246,1534.001277,4.19,4.561,323.0,500.4211049573441,1537.2933888405928
505.460418,1534.383238,4.205,4.551,323.0,505.95932220123854,1537.7211307012421
510.445568,1534.762707,4.219,4.542,323.0,509.5417360700935,1538.0150931885637
515.430638,1535.140339,4.234,4.532,323.27300305260155,515.4723294109994,1538.5109282242422
520.415566,1535.51679,4.248,4.523,323.589859984774,519.7011851708654,1538.8685994878692
525.400295,1535.892716,4.263,4.513,324.0651432193372,526.0455384289742,1539.4052114010663
530.384764,1536.268772,4.277,4.504,324.38120307991386,530.6684248535871,1539.8015695643535
535.368914,1536.645615,4.292,4.494,324.6972629404906,535.2913112782003,1540.1979277276405
540.352685,1537.023899,4.306,4.484,325.00776092373223,539.9090959813902,1540.5936433467964
545.336018,1537.404282,4.321,4.475,325.1918750946459,544.4109531004112,1540.9747582885193
550.318852,1537.787418,4.335,4.465,325.3759892655596,548.9128102194323,1541.355873230242
555.30113,1538.173964,4.35,4.456,325.65216052193017,555.665595897964,1541.9275456428263
560.282791,1538.564575,4.364,4.446,325.8361936520658,559.995708408504,1542.2902882740195
565.263775,1538.959908,4.379,4.437,326.1117099898063,565.4912252860485,1542.7216653989965
570.244023,1539.360617,4.393,4.427,326.3869393476045,570.5698202200977,1543.0999533023569
575.223475,1539.767359,4.408,4.418,326.6621687054026,575.6484151541468,1543.4782412057177
580.202079,1540.180741,4.423,4.408,326.9373980632008,580.727010088196,1543.8565291090786
585.179894,1540.600433,4.437,4.398,327.0,584.308316534617,1544.1101992817648
590.157085,1541.02526,4.452,4.389,327.0,590.3273028479964,1544.5070555222073
595.133822,1541.454014,4.466,4.379,327.0,594.3399603902492,1544.7716263491689
600.110271,1541.885488,4.481,4.37,327.0,600.3589467036285,1545.1684825896116
605.086602,1542.318475,4.476,4.375,327.0458629867937,604.3708430940924,1545.427362585277
610.062983,1542.751768,4.447,4.398,327.37530778717405,610.3448147449786,1545.7974663610162
615.039582,1543.18416,4.419,4.421,327.5949376540943,614.3274625122359,1546.0442022115092
620.016568,1543.614443,4.391,4.444,327.924006147961,620.299543485572,1546.407622379805
624.994108,1544.041412,4.363,4.467,328.1787044072948,624.2917282623264,1546.6411071905904
629.972372,1544.463858,4.335,4.49,328.58903875379934,630.2894414551251,1546.9872995596277
634.951527,1544.880575,4.307,4.513,328.8625949848024,634.287916916991,1547.2180944723193
639.931742,1545.290356,4.278,4.535,328.78102816939696,640.2918957863363,1547.5341973189554
644.913186,1545.691993,4.25,4.558,328.5615533757251,644.296651316572,1547.734833595705
649.896026,1546.08428,4.222,4.581,328.2323260348673,650.3022752660609,1548.0330337035448
654.880431,1546.46601,4.194,4.604,328.0127044959657,654.2924113778824,1548.2069919527
659.86657,1546.835975,4.166,4.627,328.0,660.2989758028115,1548.4716407036149
664.85461,1547.192968,4.138,4.65,328.0,664.3039232838069,1548.6481724506957
669.844707,1547.535831,4.11,4.673,328.0,670.3445574281723,1548.9366905409588
674.836749,1547.864348,4.081,4.696,328.0,674.3670167426218,1549.1109238469965
679.830381,1548.179168,4.053,4.718,328.0,680.3640263278359,1549.333451067279
684.825237,1548.480975,4.052,4.752,328.0,684.3620327179786,1549.4818025474676
689.820954,1548.77045,4.196,4.843,328.0,690.3452344666991,1549.6996003588356
694.817167,1549.048275,4.341,4.934,328.0,694.3270366078519,1549.8465919215498
699.813511,1549.315131,4.485,5.024,328.0,700.3172529568664,1550.1036440138237
704.809622,1549.5717,4.629,5.115,327.34697331707827,704.317039246467,1550.2798612402069
709.805135,1549.818665,4.774,5.206,325.7081472044824,710.3230878749705,1550.5490827249678
714.799686,1550.056707,4.918,5.297,324.59188473031986,714.4146519844727,1550.7131475663907
719.79291,1550.286508,5.062,5.387,322.8951212760115,720.6345758950845,1550.944701172547
724.784443,1550.50875,5.207,5.478,320.2564202777042,724.8062926470008,1551.09612808727
729.77392,1550.724115,5.351,5.569,311.9011630394093,729.0731920102771,1551.2363983070939
734.760977,1550.933284,5.495,5.66,299.05719123241875,735.3477753416613,1551.4346031538796
739.745248,1551.13694,5.639,5.751,290.3597774700977,739.4763477909589,1551.5614543335835
744.726371,1551.335764,5.784,5.841,284.3813867694011,745.4553402225647,1551.7599759653526
749.703979,1551.530439,5.928,5.932,281.3319405949887,749.347971332634,1551.9097140121426
754.677708,1551.721646,6.072,6.023,276.75777133337004,755.1869179977376,1552.134321082327
759.64732,1551.91015,6.217,6.114,273.7083251589576,759.0795491078068,1552.284059129117
764.615103,1552.098399,6.289,6.132,259.2074843092331,764.8540913338159,1552.4963830267595
769.585692,1552.290404,6.095,5.886,243.88104734740776,768.9013689762539,1552.6722193317007
774.563812,1552.490231,5.901,5.639,220.3321004508619,775.0450945186029,1552.9487520375103
779.554184,1552.701949,5.707,5.393,206.12667307546184,780.0414201844687,1553.2998610506013
784.561534,1552.929627,5.513,5.147,200.37530913560448,783.5967780894954,1553.6754270264842
789.590584,1553.177332,5.319,4.9,188.8725812558898,790.7074938995485,1554.4265589782506
794.646058,1553.449134,5.125,4.654,182.94420024000897,793.9551770955425,1554.8044556787283
799.73268,1553.749099,4.931,4.407,167.87054140127526,799.9331065950147,1555.8196294254858
804.853942,1554.082872,4.737,4.161,155.36736456605956,803.9046653468594,1556.7752789585504
809.935595,1554.555637,4.543,3.914,140.91315679945936,808.9127651296292,1558.7827813081344
814.78059,1555.429803,4.626,3.69,136.65279514610066,812.7413037311787,1560.1110498025496
819.181039,1556.981658,4.624,3.732,134.43480065740823,815.8035202239768,1561.6426122917037
822.929059,1559.487488,4.366,3.744,129.99457523386073,821.9960574677997,1564.7577805443007
825.868623,1563.136303,4.335,4.159,128.0900056632469,823.6544414079125,1565.7811213338175
828.100688,1567.684655,4.012,4.326,122.34544951612504,827.8799118743439,1568.5287023569965
829.805661,1572.755391,4.006,4.263,115.74510740925118,830.5075922721905,1572.2578278585888
831.163971,1577.971321,4.145,4.169,111.81438696823808,833.1371955178212,1576.989199732376
832.362668,1582.966499,4.284,4.075,111.2719339817297,834.9213261072128,1580.9589985241316
833.7211,1587.599766,4.424,3.981,111.95244358183736,836.7510706624164,1584.8458151331486
835.680556,1591.937072,3.944,4.546,113.84548355103766,838.7254953795375,1588.5577336013364
838.596091,1595.844634,4.107,4.543,118.81261410788248,841.566660302804,1592.0772957283548
842.513107,1598.711247,3.866,4.674,124.07070539418946,844.4529886021733,1595.5849315424405
847.138511,1600.308181,4.214,4.308,128.0582513510778,848.6532104957512,1599.4651705850188
852.140074,1601.026243,4.541,3.994,130.0717486322251,851.4067644311807,1601.6563358294386
857.215666,1601.511461,4.506,4.114,130.75884335563393,855.9270045492838,1604.5154545042458
862.198736,1602.148801,4.472,4.234,131.26019186004916,859.5398507198877,1606.479692212279
867.125972,1602.927158,4.412,4.342,131.80440934266352,864.490717268052,1608.591039902707
872.030971,1603.815946,4.33,4.439,134.21690892452204,869.3985725911726,1610.4579334631112
876.917365,1604.804529,4.248,4.536,137.6812050192734,874.1850036842214,1612.176869243499
881.786309,1605.883915,4.291,4.514,143.92093448857835,879.5397881422492,1613.7206891366684
886.638958,1607.045116,4.425,4.406,148.2764294772313,885.4377590093699,1615.0366536099325
891.476467,1608.279142,4.558,4.297,149.68153894727487,888.3962919999065,1615.6634279749178
896.299992,1609.577004,4.691,4.189,153.76243060019522,894.2172200081945,1616.8713377975714
901.110687,1610.929711,4.739,4.148,158.8916565352344,899.1791520253475,1617.854188560214
905.909708,1612.328274,4.69,4.181,168.77916709850592,905.2606809800261,1618.9029137319585
910.698209,1613.763707,4.642,4.214,174.57790788446428,909.6297463000437,1619.679492591619
915.477237,1615.228698,4.594,4.247,180.05800156127916,913.9609574056884,1620.4541076068942
920.247548,1616.720342,4.548,4.278,185.37376453933183,920.5519325839451,1621.82575512652
925.009854,1618.236451,4.541,4.288,187.07490069019607,923.693890963095,1622.5352295992316
929.764866,1619.774836,4.534,4.298,190.47717299192453,929.9778077213946,1623.9541785446538
934.513295,1621.333307,4.527,4.308,192.17830914278875,933.1197661005444,1624.6636530173653
939.255852,1622.909677,4.52,4.317,196.398653498675,938.8426433618126,1626.1112492441848
943.993248,1624.501755,4.514,4.327,200.1411351204171,942.8702732952388,1627.2451441809199
948.726195,1626.107355,4.507,4.337,202.5473393863149,947.0537234266876,1628.530463187068
953.455402,1627.724287,4.5,4.347,205.2433629645458,952.4297991386622,1630.1940541492563
958.181581,1629.350361,4.493,4.357,209.86823639905668,958.3873412381658,1632.0199897731152
962.905443,1630.98339,4.486,4.366,212.945633818168,962.3245627054627,1633.2259083929819
967.6277,1632.621185,4.479,4.376,216.6067487941289,967.9410184113026,1634.949410168952
972.349061,1634.261556,4.473,4.386,218.5663644996818,971.8017800932748,1636.1424020984791
977.070239,1635.902315,4.466,4.396,220.5144524171984,976.797106139384,1637.7387011745298
981.791944,1637.541274,4.459,4.405,221.90460379464264,982.5592068225512,1639.6226913368496
986.514887,1639.176243,4.452,4.415,222.5072823660712,985.5331391717144,1640.600217496416
991.23978,1640.805034,4.445,4.425,223.7126395089283,991.4810038700408,1642.5552698155482
995.967332,1642.425459,4.438,4.435,225.60202629073,996.1664085859669,1644.115784509841
1000.698015,1644.03609,4.432,4.444,229.7232411878465,1000.4221383744574,1645.6301859710375
1005.431656,1645.637523,4.425,4.454,233.206514896332,1004.7664610001083,1647.2445963619136
1010.167979,1647.230686,4.418,4.464,235.21036668019048,1009.4829711234123,1649.0842848932696
1014.906706,1648.816511,4.411,4.474,237.20300579021784,1015.0199547631913,1651.2450589965977
1019.64756,1650.395926,4.404,4.484,238.529737487886,1018.7208487372944,1652.6912392653614
1024.390264,1651.969862,4.398,4.493,239.8404401545385,1022.5122908906424,1654.1910036574213
1029.134541,1653.539248,4.391,4.503,242.3602761701121,1028.0603273566462,1656.379565599259
1033.880113,1655.105015,4.393,4.527,244.07277563348788,1031.7508260222194,1657.8350099980687
1038.626703,1656.668092,4.403,4.56,246.62479307024432,1037.383297782132,1660.0073089466177
1043.374034,1658.229409,4.412,4.593,248.3064682025369,1043.0055041604303,1662.0717634381122
1048.121829,1659.789895,4.421,4.626,249.32814421625116,1046.7469621079563,1663.4362443634257
1052.869811,1661.350481,4.43,4.66,250.86065823682247,1052.3591490292456,1665.4829657513963
1057.617702,1662.912097,4.439,4.693,251.87749658900256,1055.9531315204383,1666.7714130841132
1062.365225,1664.475672,4.449,4.726,253.93132295719823,1061.5394710766013,1668.666044000693
1067.112103,1666.042136,4.458,4.759,255.33210116731496,1065.292579721711,1669.9358865710385
1071.858059,1667.612418,4.467,4.792,257.28521854724426,1071.517229476046,1672.039356957534
1076.602815,1669.18745,4.476,4.826,257.7441962593123,1074.5848023966441,1673.073370301556
1081.346095,1670.768157,4.485,4.859,258.66215168344826,1080.719948237841,1675.1413969896
1086.087992,1672.354054,4.495,4.892,259.1211293955163,1083.7875211584392,1676.1754103336218
1090.829599,1673.940825,4.504,4.925,260.0367182930517,1089.2323574799984,1678.0118560477204
1095.572177,1675.523512,4.513,4.958,261.3978139607691,1093.8153287770606,1679.5640903957717
1100.316988,1677.097159,4.522,4.992,262.7589096284865,1098.3983000741223,1681.1163247438228
1105.065291,1678.65681,4.531,5.025,264.0117236320032,1104.1741350522307,1682.919165618444
1109.818349,1680.197506,4.541,5.058,264.6959182744223,1108.593267906055,1684.2205714276038
1114.577422,1681.714292,4.55,5.091,263.2334966675241,1114.2974457203368,1685.7553176681497
1119.343771,1683.202211,4.559,5.124,261.1205597136527,1118.459101308099,1686.8204589788097
1124.118658,1684.656305,4.568,5.158,259.0076227597812,1122.6207568958616,1687.8856002894693
1128.905222,1686.062366,4.574,5.181,255.83821732897405,1128.8632402775045,1689.483312255459
1133.715897,1687.36045,4.444,4.784,252.2948860439514,1134.0938610942285,1690.3574781689751
1138.565984,1688.476506,4.313,4.387,246.9054800104548,1139.1705042291117,1690.8403756552957
1143.470782,1689.336479,4.309,4.391,243.29741864210223,1142.8766276753395,1691.099835819495
1148.444145,1689.868228,4.325,4.462,240.02393131165536,1148.8198931050692,1691.0680463504
1153.4708,1690.038154,4.267,4.496,238.89652382692236,1152.7445877115824,1690.9008601830958
1158.508484,1689.848375,4.164,4.508,235.89358383621556,1158.6462013196406,1690.3745505397198
1163.513912,1689.302359,4.061,4.52,232.90487630261552,1162.591571111429,1689.8164255951126
1168.443812,1688.403577,4.198,4.655,228.2311239127768,1168.526875001062,1688.4694265913258
1173.26327,1687.158008,4.336,4.791,225.11094807526035,1172.472872122823,1687.5557468160725
1177.960137,1685.578469,4.375,4.734,220.71504670021244,1177.9561881933369,1685.7664035799028
1182.526103,1683.67893,4.346,4.542,219.2547877973856,1181.8680141063257,1684.0502562947831
1186.95286,1681.473362,4.32,4.415,217.78069478524404,1186.8162959610418,1680.9804912583215
1191.232099,1678.975732,4.309,4.587,216.3041012157428,1191.951920381448,1677.66605569387
1195.355513,1676.200013,4.304,4.732,215.56580443099216,1194.519732591651,1676.0088379116444
1199.314792,1673.160173,4.326,4.76,214.08921086149093,1199.6553570120575,1672.6944023471929
1203.101629,1669.870183,4.348,4.789,212.61413006146367,1203.5924096562762,1669.8770182604287
1206.707713,1666.344011,4.314,4.682,210.3849820111928,1207.132526376528,1667.0884112418596
1210.117343,1662.595286,4.277,4.566,208.33658680863635,1211.3630084770466,1663.4059074929964
1213.278297,1658.635938,4.54,4.287,210.04806673563888,1213.647447565868,1659.7860498312425
1216.127095,1654.477376,4.671,4.118,211.57328393225768,1216.8493410093126,1654.2126126200335
1218.600257,1650.13101,4.561,4.149,212.58434256294112,1219.5633789310757,1649.3804926279868
1220.634366,1645.608257,4.377,4.272,213.0894989294112,1220.898743804071,1646.9824590524863
1222.206133,1640.926728,4.179,4.411,214.09572560508573,1223.3113573873297,1642.4340631807088
1223.40128,1636.120847,4.037,4.575,215.5903595778381,1225.5940076111171,1637.4818939557779
1224.323867,1631.227871,3.895,4.74,219.30287790103668,1227.602591295245,1631.7760128332477
1225.07795,1626.285053,3.85,4.804,222.3851773115172,1228.9825196241195,1626.9903026503673
1225.76098,1621.327233,3.957,4.709,225.300534678482,1230.4147538938198,1621.4972160463412
1226.409092,1616.366841,4.063,4.615,226.70563187658064,1231.3078257364677,1617.4840462235932
1227.025167,1611.404152,4.095,4.589,228.11072907467928,1232.2008975791157,1613.4708764008449
1227.611755,1606.439321,4.105,4.584,230.21813152075345,1233.537368062393,1607.45204760656
1228.171405,1601.472501,4.116,4.578,232.28869376494157,1234.3988948671301,1601.5733941154128
1228.706669,1596.503848,4.126,4.572,233.66906859440024,1234.973246070288,1597.6542917879815
1229.220096,1591.533515,4.136,4.566,235.04171361401777,1235.5916505448279,1592.7860530652345
1229.714236,1586.561659,4.146,4.56,236.2931220345559,1236.2723249406781,1586.3316633490535
1230.191639,1581.588432,4.157,4.554,236.91882624482497,1236.6126621386031,1583.104468490963
1230.654857,1576.61399,4.167,4.549,238.1702346653631,1237.2933365344536,1576.6500787747823
1231.106438,1571.638487,4.177,4.543,238.79593887563215,1237.6336737323786,1573.422883916692
1231.548933,1566.662077,4.187,4.537,240.62950819672116,1238.2450190739835,1567.5081142924516
1231.984892,1561.684916,4.198,4.531,244.14086302301573,1238.7438640543098,1562.2890075926389
1232.416866,1556.707157,4.208,4.525,245.59915246606056,1239.0735002273748,1557.8748402053798
1232.847404,1551.728955,4.218,4.519,247.0473902576259,1239.5085241693287,1551.8932610035158
1233.279056,1546.750465,4.229,4.513,248.01556957957493,1239.7953983888196,1547.9009913034752
1233.714374,1541.771841,4.239,4.508,250.1174628222008,1240.1685600598055,1541.9599579839785
1234.155906,1536.793238,4.249,4.502,251.5187249839513,1240.4173345071288,1537.9992691043144
1234.605974,1531.814802,4.259,4.496,253.62061822657716,1240.790496178114,1532.058235784818
1235.064725,1526.836601,4.27,4.49,255.02188038832767,1241.0392706254372,1528.0975469051536
1235.531117,1521.85866,4.28,4.484,257.0743349620652,1241.448827973609,1521.7084833427766
1236.004092,1516.881004,4.29,4.478,257.93757968282165,1241.8506184169355,1515.9400668535638
1236.482594,1511.903659,4.301,4.473,258.3692020431999,1242.0515136385989,1513.0558586089576
1236.965567,1506.926648,4.311,4.467,259.2324467639564,1242.4533040819254,1507.2874421197453
1237.451954,1501.949997,4.321,4.461,260.0907309086469,1242.7720161079333,1502.8000656774268
1237.940698,1496.973731,4.331,4.455,261.37148284570367,1243.13830506927,1497.7925951738691
1238.430743,1491.997874,4.334,4.451,263.69983775617817,1243.5796033830438,1492.3501256814423
1238.921033,1487.022451,4.337,4.446,266.3896909088117,1243.9934774187466,1487.6264514178006
1239.41051,1482.047487,4.34,4.442,268.15859438795263,1244.471761574248,1482.4734980100484
1239.89812,1477.073007,4.342,4.438,268.69218298293345,1244.862548861794,1478.3637080768694
1240.382803,1472.099036,4.345,4.434,269.4925610672811,1245.4487453882707,1472.199223238228
1240.863506,1467.125598,4.348,4.429,270.02078117711085,1245.842440973791,1468.135875591849
1241.33917,1462.152718,4.35,4.425,270.6808891559259,1246.4228760515186,1462.1876015007883
1241.80874,1457.180422,4.353,4.421,271.12096114180264,1246.8098327700036,1458.2220854400814
1242.271158,1452.208734,4.356,4.417,271.7804958555,1247.389334822067,1452.2741810053603
1242.725369,1447.237678,4.358,4.412,272.32722765459306,1247.7600548588757,1448.2998892506132
1243.170632,1442.267217,4.361,4.408,273.3188266079053,1248.3047631556494,1442.3196833612237
1243.609239,1437.296716,4.364,4.404,273.9798925767801,1248.6679020201655,1438.332879434964
1244.04517,1432.325206,4.366,4.399,266.3582329247272,1248.6826848003718,1431.8912647406185
1244.482425,1427.351713,4.369,4.395,260.6647636664821,1248.5043282693277,1427.4647799246998
1244.925003,1422.375264,4.372,4.391,254.971294408237,1248.3259717382832,1423.0382951087815
1245.376903,1417.394889,4.374,4.387,246.43109052086933,1248.0584369417168,1416.3985678849037
1245.842125,1412.409612,4.377,4.382,240.73762126262423,1247.8800804106722,1411.9720830689855
1246.324667,1407.418462,4.38,4.378,235.0441520043792,1247.7017238796282,1407.545598253067
1246.828529,1402.420467,4.382,4.374,229.35068274613403,1247.5233673485836,1403.1191134371486
1247.353763,1397.415134,4.385,4.37,220.8104788587664,1247.2558325520172,1396.479386213271
1247.817118,1392.412134,4.388,4.365,215.11700960052133,1247.0774760209729,1392.0529013973528
1248.056003,1387.430815,4.313,4.4,209.42354034227623,1246.8991194899286,1387.626416581434
1247.904671,1382.490911,4.218,4.447,203.73007108403112,1246.720762958884,1383.1999317655154
1247.197438,1377.612177,4.137,4.571,198.68893520129555,1245.841905551956,1379.1617289961223
1245.820199,1372.83378,4.218,4.488,196.22143624719507,1243.3860481893248,1373.8108194034135
1243.803901,1368.249466,4.437,4.219,194.57643694446145,1241.7488099475709,1370.2435463416075
1241.204801,1363.962506,4.141,4.553,192.10619580552444,1239.128961579229,1364.9596165902883
1238.079153,1360.07617,4.001,4.671,191.1132105216612,1236.7885117767205,1361.7310247949551
1234.486442,1356.679407,4.204,4.249,190.36578983682253,1233.124520623722,1357.038874541183
1230.516691,1353.72572,4.168,4.068,191.4925007780511,1230.3907399418508,1354.142571465728
1226.276742,1351.094013,4.157,3.984,192.61675277763223,1227.2858178611968,1351.1194194494692
1221.873612,1348.662414,4.17,3.987,193.60334615391028,1222.716585375624,1347.703123482211
1217.414319,1346.30905,4.182,3.99,194.5209828898955,1217.799868589656,1344.2239731248076
1212.989777,1343.929856,4.195,3.993,194.97980125788808,1215.3415101966718,1342.4843979461057
1208.610224,1341.509995,4.207,3.996,195.89743799387327,1210.424793410704,1339.0052475887023
1204.26068,1339.062517,4.22,3.999,196.80338929301493,1206.1146323328687,1336.0506144925798
1199.926159,1336.600482,4.233,4.002,200.95634722717028,1201.1956436569008,1333.3561480817439
1195.592052,1334.136626,4.245,4.005,205.40237501484395,1196.562680664341,1330.9107645487752
1191.251542,1331.677025,4.258,4.008,208.73689585559916,1193.0879584199213,1329.0767268990485
1186.905132,1329.221504,4.271,4.011,211.56152627525012,1188.1753701877196,1326.5715249410268
1182.553612,1326.769641,4.283,4.014,213.23531512104813,1184.2156879479392,1324.575215027344
1178.197769,1324.321017,4.296,4.017,214.9091039668461,1180.256005708159,1322.5789051136612
1173.838389,1321.875212,4.308,4.02,218.56014275242472,1174.9376345790042,1319.9260511323494
1169.476262,1319.431807,4.321,4.023,221.6731364079128,1169.926175938441,1317.4380187573836
1165.112174,1316.99038,4.334,4.027,223.67062870231007,1165.10855797272,1315.050737927067
1160.746914,1314.550512,4.346,4.03,224.98174791579356,1161.700434091821,1313.342009193569
1156.381264,1312.111786,4.359,4.033,227.6832631508869,1156.3974143277796,1310.6548227348883
1152.015735,1309.673883,4.372,4.036,230.01102550302093,1152.729667425699,1308.7770406797613
1147.650399,1307.236649,4.384,4.039,232.0,1148.8513218124149,1306.7604251827358
1143.285288,1304.799941,4.397,4.042,232.0,1144.633801108212,1304.5189509727438
1138.920435,1302.36362,4.41,4.045,232.20115653362416,1138.3471135065265,1301.1752650299327
1134.555872,1299.927544,4.422,4.048,234.60501884414927,1134.6027427994259,1299.1551728608963
1130.191634,1297.491571,4.435,4.051,237.0088811546744,1130.8583720923252,1297.1350806918601
1125.827751,1295.055562,4.447,4.054,240.4522849462368,1126.2024060464753,1294.601625318336
1121.464257,1292.619375,4.46,4.057,243.3555107526884,1121.8843520562048,1292.2424712664415
1117.101184,1290.182869,4.473,4.06,246.25873655914003,1117.5662980659345,1289.8833172145478
1112.738566,1287.745903,4.485,4.063,248.5754673631552,1112.3692208623463,1287.0692736276494
1108.376434,1285.308335,4.498,4.066,249.0528216813866,1109.8864526472319,1285.7437990146652
1104.014822,1282.870026,4.511,4.069,250.0036308622544,1104.2900977494905,1282.7681725156924
1099.653762,1280.430834,4.523,4.073,250.9544400431222,1098.6937428517494,1279.7925460167196
1095.293287,1277.990618,4.536,4.076,251.4298446335561,1095.8955654028787,1278.304732767233
1090.93343,1275.549236,4.548,4.079,252.70778033347835,1090.780222474248,1275.5894896334974
1086.574223,1273.106548,4.561,4.082,254.47388822616625,1086.6621068890113,1273.4119291862792
1082.215698,1270.662414,4.574,4.085,257.3885944507063,1081.995218032989,1270.9505989189383
1077.857889,1268.216693,4.586,4.088,259.9113090135512,1077.3076280415748,1268.3864378196631
1073.500754,1265.769415,4.599,4.091,261.276874415466,1074.217312910009,1266.6364924906356
1069.144141,1263.320879,4.612,4.094,262.6182974735139,1068.727017803806,1263.499386816617
1064.787883,1260.871407,4.624,4.097,263.28900900253785,1065.9818702507046,1261.930833979608
1060.431817,1258.421323,4.637,4.1,264.63043206058575,1060.491575144502,1258.7937283055894
1056.075777,1255.970951,4.65,4.103,265.97185511863364,1055.0012800382992,1255.656622631571
1051.719598,1253.520614,4.662,4.106,266.6425666476576,1052.2561324851981,1254.0880697945618
1047.363115,1251.070635,4.675,4.109,267.4849359627168,1048.004726487527,1251.6569372412232
1043.006164,1248.621338,4.687,4.112,268.4740692228274,1042.975258103113,1248.7804947063016
1038.648579,1246.173046,4.7,4.115,269.4632024829379,1037.9457897186985,1245.9040521713798
1034.290197,1243.726083,4.713,4.119,270.1226246563449,1034.5928107957557,1243.986423814765
1029.93085,1241.280772,4.725,4.122,271.1117579164555,1029.5633424113414,1241.1099812798432
1025.570376,1238.837437,4.738,4.125,271.77118008986247,1026.2103634883983,1239.1923529232286
1021.208609,1236.3964,4.751,4.128,272.760313349973,1021.1808951039843,1236.3159103883067
1016.845384,1233.957986,4.763,4.131,276.30354838709684,1016.7706210721444,1233.8598352920596
1012.480536,1231.522518,4.776,4.134,279.67633302456284,1011.8868853718747,1231.1387034078568
1008.113901,1229.090319,4.788,4.137,280.5600356624973,1008.41078079286,1229.1794444633213
1003.745313,1226.661712,4.801,4.14,281.88558961939896,1003.1966239243379,1226.240556046518
999.374607,1224.237022,4.814,4.143,282.7692922573334,999.7205193453232,1224.2812971019823
995.001782,1221.816286,4.826,4.146,284.0904142090287,994.4783997462627,1221.3400658381915
990.62768,1219.398053,4.839,4.149,284.9640055738344,990.9385003852612,1219.3754618715536
986.253421,1216.980388,4.852,4.152,286.3244899378431,985.660122624916,1216.4436961739866
981.880125,1214.561355,4.864,4.155,287.357577513554,982.2204192507952,1214.5272946469722
977.508911,1212.139017,4.877,4.158,288.90720887712024,977.0608641896142,1211.6526923564509
973.1409,1209.71144,4.89,4.161,289.93570210005737,973.5968824349653,1209.6867787661474
968.777211,1207.276686,4.902,4.164,291.22805476377005,968.4122520276919,1206.7263096138877
