Distance,X,Y,Speed
888.0,-570.3530006628768,8157.610547362754,118.92112942519023
890.0,-562.211136961912,8170.038417320302,115.7442735071207
892.0,-552.8747378317719,8182.495753036036,112.81370137634968
894.0,-539.9311673751317,8198.32256667903,109.83062930628233
896.0,-520.1289337698493,8220.222555711813,107.4098727677164
898.0,-499.23004897960664,8243.021560784744,105.22204244620993
900.0,-479.2703453509862,8264.760558494874,103.02317930634253
902.0,-470.13285660031386,8274.285057105999,100.6971846439421
904.0,-460.9953678496416,8283.809555717125,98.37118998154166
906.0,-449.4760637997769,8287.7765775495,95.77609701810142
908.0,-437.5044864432234,8290.688312517095,93.12990606294163
910.0,-422.0619001201816,8294.524554986097,90.468265954449
912.0,-387.9122495770335,8303.270509353079,88.84040977814122
914.0,-352.65371879564145,8312.296655171089,87.43979753231262
916.0,-334.10506855654023,8316.254629118375,85.98921293268282
918.0,-319.4432764548933,8319.033703849245,84.52700434510596
920.0,-308.2650604359703,8320.799202339867,82.54923658193094
922.0,-299.04990194900665,8321.99353246058,80.28094198690405
924.0,-281.74406475969545,8326.637291121922,79.48240740740728
926.0,-261.6566334345675,8333.320918371677,80.59351851851838
928.0,-239.89471552313253,8345.918144919591,82.33189763106748
930.0,-217.0333326817484,8362.760469082345,84.42231531796891
932.0,-195.2244415562493,8379.49798695766,85.77815610639055
934.0,-182.685969821789,8392.578942163944,84.85345410908248
936.0,-173.1885959966862,8403.978958460699,83.91854661395897
938.0,-163.80090251953794,8415.451542672858,82.97004820210735
940.0,-160.57097714902707,8430.998296992724,81.25851689394315
942.0,-157.34105177851623,8446.545051312589,79.54698558577896
944.0,-152.82658252200665,8469.335545129314,77.79317554690435
946.0,-147.40012007008065,8497.268908101783,76.00934869417152
948.0,-143.71805888623686,8519.652028377091,74.76269749102197
950.0,-142.89541195616025,8533.225702723355,74.21578569542272
952.0,-142.07276502608363,8546.79937706962,73.6688738998235
954.0,-142.81812496631312,8570.744382643647,73.12326410777243
956.0,-144.2008100254106,8602.62649096292,73.47365289818114
958.0,-145.68999076240726,8634.92597025722,74.23289129209167
960.0,-146.96301703519936,8657.3485954104,75.89805246692879
962.0,-147.93258235569252,8666.493383147888,77.50416775162543
964.0,-148.92955866452698,8675.199037812068,79.14934139790493
966.0,-150.64220292346414,8684.51149980858,81.32925229032968
